sackin,e.i.ratio,mean.lin.time,max.branch,time1,CV
0.249194415,1.482184582,0.245721639,3.08E-05,4,0.883539385
,,,,9,0.62840407
,,,,26,0.54055837
,,,,30,0.978802338
,,,,42,0.780177171
,,,,55,0.54606328
,,,,67,0.810404793
,,,,73,0.549908227
,,,,80,0.731439801
