sackin,e.i.ratio,mean.lin.time,max.branch,time1,CV
0.301587302,1.708375369,0.421212121,3.02E-05,3,0.836498199
,,,,10,0.610017144
,,,,17,0.650395041
,,,,29,0.65519419
,,,,35,0.520883347
,,,,41,0.541578955
,,,,46,0.519302859
,,,,53,0.598184471
,,,,59,0.525664445
,,,,65,0.706585788
,,,,70,0.544507848
,,,,81,0.566980439
