sackin,e.i.ratio,mean.lin.time,max.branch,time1,CV
0.399417563,2.258155735,0.403731762,4.11E-05,5,0.569231247
,,,,12,0.472264819
,,,,20,0.527063121
,,,,30,0.460858801
,,,,40,0.525088187
,,,,51,0.478137999
,,,,61,0.640658594
,,,,68,0.484873333
,,,,73,0.490426544
,,,,80,0.64968969
