sackin,e.i.ratio,mean.lin.time,max.branch,time1,CV
0.500505561,3.903203897,0.32797619,2.37E-05,3,0.574215849
,,,,29,0.545342074
,,,,42,0.685222126
,,,,58,0.409465226
,,,,70,0.48226589
